gene_id	GOs
LOC124135885	GO:0000003,GO:0000060,GO:0001889,GO:0002064,GO:0002065,GO:0002066,GO:0002218,GO:0002221,GO:0002224,GO:0002225,GO:0002237,GO:0002253,GO:0002376,GO:0002520,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002753,GO:0002757,GO:0002758,GO:0002759,GO:0002760,GO:0002764,GO:0002784,GO:0002788,GO:0002804,GO:0002805,GO:0002807,GO:0002810,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003674,GO:0005048,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006464,GO:0006508,GO:0006606,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006915,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006967,GO:0007154,GO:0007165,GO:0007166,GO:0007249,GO:0007253,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007389,GO:0007399,GO:0008063,GO:0008104,GO:0008134,GO:0008139,GO:0008150,GO:0008152,GO:0008219,GO:0008593,GO:0009266,GO:0009409,GO:0009605,GO:0009607,GO:0009612,GO:0009617,GO:0009620,GO:0009628,GO:0009653,GO:0009798,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009950,GO:0009953,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010648,GO:0010743,GO:0010745,GO:0010874,GO:0010875,GO:0010883,GO:0010888,GO:0010927,GO:0010941,GO:0012501,GO:0014070,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016579,GO:0017038,GO:0019219,GO:0019221,GO:0019222,GO:0019538,GO:0019730,GO:0019732,GO:0019899,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030154,GO:0030522,GO:0030703,GO:0030707,GO:0030855,GO:0031072,GO:0031099,GO:0031100,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031594,GO:0031625,GO:0031663,GO:0032088,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032368,GO:0032370,GO:0032371,GO:0032373,GO:0032374,GO:0032376,GO:0032495,GO:0032496,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032989,GO:0032991,GO:0033036,GO:0033209,GO:0033218,GO:0033256,GO:0033365,GO:0033554,GO:0033993,GO:0034097,GO:0034142,GO:0034248,GO:0034250,GO:0034504,GO:0034612,GO:0034613,GO:0035556,GO:0035872,GO:0035994,GO:0036211,GO:0042127,GO:0042221,GO:0042277,GO:0042493,GO:0042802,GO:0042886,GO:0042981,GO:0042994,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043330,GO:0043331,GO:0043392,GO:0043412,GO:0043433,GO:0043900,GO:0043902,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0044877,GO:0045087,GO:0045088,GO:0045089,GO:0045184,GO:0045185,GO:0045202,GO:0045595,GO:0045596,GO:0045637,GO:0045638,GO:0045746,GO:0045893,GO:0045935,GO:0045944,GO:0046843,GO:0046907,GO:0048145,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048646,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050727,GO:0050729,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051049,GO:0051050,GO:0051059,GO:0051090,GO:0051093,GO:0051098,GO:0051100,GO:0051101,GO:0051169,GO:0051170,GO:0051171,GO:0051173,GO:0051179,GO:0051220,GO:0051234,GO:0051235,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0060429,GO:0060548,GO:0061008,GO:0065007,GO:0065008,GO:0065009,GO:0070417,GO:0070423,GO:0070427,GO:0070431,GO:0070498,GO:0070555,GO:0070646,GO:0070647,GO:0070727,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071345,GO:0071347,GO:0071356,GO:0071396,GO:0071407,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072594,GO:0080090,GO:0080134,GO:0097421,GO:0098542,GO:1900150,GO:1901222,GO:1901564,GO:1901652,GO:1901698,GO:1901700,GO:1901701,GO:1902531,GO:1902680,GO:1903506,GO:1903508,GO:1903706,GO:1903707,GO:1905952,GO:1905953,GO:1905954,GO:2000026,GO:2000112,GO:2001141
LOC124136226	GO:0001101,GO:0001523,GO:0003674,GO:0003824,GO:0003834,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006081,GO:0006082,GO:0006629,GO:0006720,GO:0006721,GO:0006766,GO:0006775,GO:0006776,GO:0008150,GO:0008152,GO:0008299,GO:0008300,GO:0008610,GO:0009056,GO:0009058,GO:0009110,GO:0009987,GO:0010033,GO:0010817,GO:0016042,GO:0016101,GO:0016102,GO:0016108,GO:0016114,GO:0016116,GO:0016119,GO:0016121,GO:0016122,GO:0016491,GO:0016701,GO:0016702,GO:0019222,GO:0019752,GO:0031323,GO:0031974,GO:0032526,GO:0032787,GO:0033993,GO:0034754,GO:0035238,GO:0042214,GO:0042221,GO:0042362,GO:0042391,GO:0042445,GO:0042573,GO:0042574,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046247,GO:0050789,GO:0050794,GO:0050896,GO:0051213,GO:0051881,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:1901575,GO:1901576,GO:1901700,GO:1901810,GO:2000377
LOC124137542	GO:0000070,GO:0000228,GO:0000278,GO:0000280,GO:0000793,GO:0000794,GO:0000819,GO:0001701,GO:0001756,GO:0001932,GO:0002020,GO:0002576,GO:0002791,GO:0002793,GO:0003002,GO:0003007,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003300,GO:0003674,GO:0003779,GO:0003824,GO:0004672,GO:0004674,GO:0004713,GO:0005198,GO:0005200,GO:0005488,GO:0005509,GO:0005515,GO:0005516,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005829,GO:0005856,GO:0005859,GO:0005865,GO:0006323,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006928,GO:0006936,GO:0006941,GO:0006996,GO:0007010,GO:0007015,GO:0007049,GO:0007059,GO:0007076,GO:0007154,GO:0007165,GO:0007275,GO:0007389,GO:0007399,GO:0007417,GO:0007420,GO:0007507,GO:0007512,GO:0007517,GO:0008015,GO:0008092,GO:0008150,GO:0008152,GO:0008307,GO:0009581,GO:0009582,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009893,GO:0009952,GO:0009987,GO:0010035,GO:0010038,GO:0010468,GO:0010604,GO:0010628,GO:0010737,GO:0010927,GO:0014706,GO:0014866,GO:0014896,GO:0014897,GO:0015629,GO:0016043,GO:0016192,GO:0016301,GO:0016310,GO:0016459,GO:0016460,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0021591,GO:0022402,GO:0022607,GO:0023052,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030048,GO:0030049,GO:0030154,GO:0030239,GO:0030240,GO:0030241,GO:0030261,GO:0030506,GO:0031032,GO:0031033,GO:0031034,GO:0031323,GO:0031399,GO:0031430,GO:0031433,GO:0031672,GO:0031674,GO:0031974,GO:0031981,GO:0032268,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0032940,GO:0032989,GO:0032991,GO:0033058,GO:0033275,GO:0034622,GO:0035051,GO:0035265,GO:0035282,GO:0035556,GO:0035994,GO:0035995,GO:0036211,GO:0036379,GO:0040007,GO:0040011,GO:0042221,GO:0042325,GO:0042692,GO:0042802,GO:0042805,GO:0043009,GO:0043056,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043412,GO:0043549,GO:0043621,GO:0043933,GO:0044057,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044877,GO:0045055,GO:0045214,GO:0045859,GO:0046872,GO:0046903,GO:0048285,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048589,GO:0048644,GO:0048646,GO:0048729,GO:0048731,GO:0048738,GO:0048739,GO:0048747,GO:0048769,GO:0048856,GO:0048869,GO:0050708,GO:0050714,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0050982,GO:0051015,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051146,GO:0051171,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051246,GO:0051276,GO:0051338,GO:0051371,GO:0051393,GO:0051592,GO:0051606,GO:0051716,GO:0055001,GO:0055002,GO:0055003,GO:0055006,GO:0055007,GO:0055008,GO:0055013,GO:0060047,GO:0060048,GO:0060255,GO:0060322,GO:0060415,GO:0060419,GO:0060429,GO:0060537,GO:0061053,GO:0061061,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070201,GO:0070252,GO:0070925,GO:0071103,GO:0071688,GO:0071704,GO:0071840,GO:0072359,GO:0080090,GO:0090087,GO:0090257,GO:0097435,GO:0097493,GO:0098813,GO:0099080,GO:0099081,GO:0099512,GO:0140014,GO:0140096,GO:1901077,GO:1901564,GO:1901897,GO:1903047,GO:1903530,GO:1903532,GO:1904951
LOC124137998	GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0030162,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031624,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032446,GO:0036211,GO:0042176,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044390,GO:0044464,GO:0045732,GO:0045862,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0061136,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0071704,GO:0080090,GO:0140096,GO:1901564,GO:1901800,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:2000058,GO:2000060
LOC124138221	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016043,GO:0016226,GO:0018130,GO:0019438,GO:0022607,GO:0031163,GO:0031974,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0070013,GO:0071704,GO:0071840,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576
LOC124138702	GO:0000775,GO:0000776,GO:0000777,GO:0000779,GO:0000793,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006336,GO:0006338,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0031055,GO:0031497,GO:0031974,GO:0031981,GO:0032991,GO:0034080,GO:0034508,GO:0034622,GO:0034724,GO:0034728,GO:0043044,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043486,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0051276,GO:0061641,GO:0065003,GO:0065004,GO:0070013,GO:0071103,GO:0071824,GO:0071840,GO:0098687
LOC124138786	GO:0000018,GO:0000346,GO:0000347,GO:0000445,GO:0002637,GO:0002638,GO:0002682,GO:0002683,GO:0002694,GO:0002695,GO:0002697,GO:0002698,GO:0002700,GO:0002701,GO:0002703,GO:0002704,GO:0002706,GO:0002707,GO:0002712,GO:0002713,GO:0002819,GO:0002820,GO:0002822,GO:0002823,GO:0002889,GO:0002890,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006355,GO:0006396,GO:0006397,GO:0006403,GO:0006405,GO:0006406,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006915,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0008219,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010628,GO:0012501,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016071,GO:0016363,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0031123,GO:0031124,GO:0031297,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031503,GO:0031974,GO:0031981,GO:0031990,GO:0032784,GO:0032786,GO:0032991,GO:0033036,GO:0033554,GO:0034399,GO:0034605,GO:0034613,GO:0034641,GO:0034645,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044403,GO:0044417,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044766,GO:0045005,GO:0045171,GO:0045184,GO:0045191,GO:0045787,GO:0045829,GO:0045893,GO:0045910,GO:0045934,GO:0045935,GO:0046483,GO:0046784,GO:0046907,GO:0048296,GO:0048297,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0050657,GO:0050658,GO:0050776,GO:0050777,GO:0050789,GO:0050793,GO:0050794,GO:0050864,GO:0050865,GO:0050866,GO:0050869,GO:0050896,GO:0051028,GO:0051052,GO:0051053,GO:0051093,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051239,GO:0051241,GO:0051249,GO:0051250,GO:0051252,GO:0051254,GO:0051641,GO:0051649,GO:0051701,GO:0051704,GO:0051716,GO:0051726,GO:0051836,GO:0060255,GO:0065007,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:1901360,GO:1901576,GO:1901976,GO:1901977,GO:1902579,GO:1902680,GO:1903506,GO:1903508,GO:2000001,GO:2000002,GO:2000026,GO:2000112,GO:2001020,GO:2001021,GO:2001141
LOC124138813	GO:0000428,GO:0001054,GO:0003674,GO:0003682,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005736,GO:0006139,GO:0006351,GO:0006352,GO:0006353,GO:0006360,GO:0006361,GO:0006363,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009303,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0016070,GO:0016072,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019222,GO:0019438,GO:0030880,GO:0031974,GO:0031981,GO:0032774,GO:0032879,GO:0032880,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0045815,GO:0046483,GO:0048518,GO:0048519,GO:0050789,GO:0055029,GO:0060255,GO:0060341,GO:0061695,GO:0065007,GO:0070013,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0098781,GO:0140098,GO:1900180,GO:1900181,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1903827,GO:1903828,GO:1904749,GO:1904750,GO:1990234
LOC124139450	GO:0000166,GO:0000323,GO:0001882,GO:0001883,GO:0002376,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005764,GO:0005768,GO:0005769,GO:0005773,GO:0005783,GO:0005794,GO:0005802,GO:0005829,GO:0006464,GO:0006807,GO:0006810,GO:0006873,GO:0006885,GO:0006996,GO:0007005,GO:0007033,GO:0007040,GO:0007154,GO:0007165,GO:0007264,GO:0008104,GO:0008150,GO:0008152,GO:0009605,GO:0009987,GO:0010256,GO:0010876,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0019725,GO:0019867,GO:0019882,GO:0019915,GO:0021700,GO:0022607,GO:0023052,GO:0030003,GO:0030004,GO:0030139,GO:0030154,GO:0030641,GO:0030659,GO:0030742,GO:0031090,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031982,GO:0031984,GO:0032438,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0033036,GO:0033059,GO:0033162,GO:0033363,GO:0034613,GO:0035556,GO:0035639,GO:0035646,GO:0035650,GO:0035651,GO:0036094,GO:0036211,GO:0036461,GO:0042470,GO:0042592,GO:0042886,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043473,GO:0043476,GO:0043482,GO:0043485,GO:0043687,GO:0044085,GO:0044232,GO:0044233,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044840,GO:0044841,GO:0044877,GO:0045009,GO:0045184,GO:0045335,GO:0045851,GO:0046907,GO:0048066,GO:0048753,GO:0048757,GO:0048770,GO:0048869,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0050931,GO:0051179,GO:0051234,GO:0051235,GO:0051452,GO:0051453,GO:0051641,GO:0051649,GO:0051716,GO:0055067,GO:0055080,GO:0055082,GO:0060155,GO:0065007,GO:0065008,GO:0070727,GO:0070925,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072657,GO:0080171,GO:0090382,GO:0090383,GO:0090741,GO:0097159,GO:0097367,GO:0097708,GO:0098588,GO:0098771,GO:0098791,GO:0098805,GO:1901265,GO:1901363,GO:1901564,GO:1903232
LOC124139489	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015291,GO:0015347,GO:0015711,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0043226,GO:0043229,GO:0043252,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656
LOC124139679	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006139,GO:0006144,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009112,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0016812,GO:0033971,GO:0034641,GO:0042579,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:1901360,GO:1901564
LOC124140214	GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005815,GO:0005856,GO:0005871,GO:0005875,GO:0006928,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0015630,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031982,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043230,GO:0043232,GO:0044421,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0070062,GO:1903561
LOC124140242	GO:0000151,GO:0000428,GO:0000578,GO:0003002,GO:0003674,GO:0003712,GO:0003713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006464,GO:0006725,GO:0006807,GO:0007275,GO:0007350,GO:0007351,GO:0007389,GO:0007399,GO:0007406,GO:0008150,GO:0008152,GO:0008285,GO:0008595,GO:0009058,GO:0009059,GO:0009790,GO:0009798,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009948,GO:0009952,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010721,GO:0016070,GO:0016567,GO:0016591,GO:0016592,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0022008,GO:0030154,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032446,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035282,GO:0036211,GO:0042127,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0045595,GO:0045596,GO:0045935,GO:0046483,GO:0048145,GO:0048147,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048699,GO:0048731,GO:0048736,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051171,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051254,GO:0051960,GO:0051961,GO:0055029,GO:0060173,GO:0060255,GO:0060284,GO:0061695,GO:0065007,GO:0070013,GO:0070647,GO:0070847,GO:0071704,GO:0072091,GO:0080090,GO:0090304,GO:0090575,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902494,GO:1902680,GO:1902692,GO:1903506,GO:1903508,GO:1990234,GO:2000026,GO:2000112,GO:2000177,GO:2000178,GO:2000647,GO:2001141
LOC124140465	GO:0001775,GO:0001891,GO:0002009,GO:0002011,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005543,GO:0005547,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005768,GO:0005829,GO:0005886,GO:0006810,GO:0006887,GO:0006897,GO:0006898,GO:0006909,GO:0006911,GO:0006955,GO:0006996,GO:0007010,GO:0007015,GO:0008047,GO:0008150,GO:0008289,GO:0008360,GO:0009653,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010324,GO:0010646,GO:0010648,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0017124,GO:0019904,GO:0022603,GO:0022604,GO:0023051,GO:0023057,GO:0030029,GO:0030036,GO:0030141,GO:0030234,GO:0030695,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032502,GO:0032940,GO:0034774,GO:0035091,GO:0036230,GO:0042119,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043547,GO:0044093,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048729,GO:0048856,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051056,GO:0051058,GO:0051128,GO:0051179,GO:0051234,GO:0051336,GO:0051345,GO:0060205,GO:0060429,GO:0060589,GO:0061024,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0071840,GO:0071944,GO:0097435,GO:0097708,GO:0098657,GO:0098772,GO:0099024,GO:0099503,GO:1901981,GO:1902531,GO:1902532
