gene_id	GOs
LOC124132620	GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0030023,GO:0097493
LOC124133187	GO:0003674,GO:0005215,GO:0005319,GO:0005342,GO:0005548,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006629,GO:0006644,GO:0006650,GO:0006656,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0008028,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0010876,GO:0015075,GO:0015245,GO:0015291,GO:0015293,GO:0015318,GO:0015711,GO:0015718,GO:0015748,GO:0015849,GO:0015908,GO:0015914,GO:0016020,GO:0016021,GO:0016192,GO:0019637,GO:0021537,GO:0021543,GO:0021761,GO:0021766,GO:0022804,GO:0022857,GO:0030154,GO:0030900,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0033036,GO:0034220,GO:0035633,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044464,GO:0045017,GO:0045056,GO:0046470,GO:0046474,GO:0046486,GO:0046942,GO:0046943,GO:0048468,GO:0048513,GO:0048731,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0051977,GO:0051978,GO:0055085,GO:0060322,GO:0060856,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071944,GO:0090407,GO:0097164,GO:0098656,GO:1901264,GO:1901564,GO:1901566,GO:1901576,GO:1903825,GO:1905039,GO:1990379
LOC124133260	GO:0000154,GO:0000179,GO:0000959,GO:0001510,GO:0003674,GO:0003712,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006139,GO:0006351,GO:0006364,GO:0006390,GO:0006396,GO:0006417,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009058,GO:0009059,GO:0009295,GO:0009451,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016043,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022613,GO:0031167,GO:0031323,GO:0031326,GO:0031974,GO:0032259,GO:0032268,GO:0032774,GO:0034248,GO:0034470,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042254,GO:0042645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0051252,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:0140053,GO:0140098,GO:0140102,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141
LOC124133265	GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005791,GO:0005798,GO:0006465,GO:0006508,GO:0006518,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006986,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009986,GO:0009987,GO:0010033,GO:0010243,GO:0010467,GO:0010498,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016485,GO:0016787,GO:0019538,GO:0019899,GO:0022607,GO:0030163,GO:0030176,GO:0030660,GO:0030970,GO:0031090,GO:0031224,GO:0031227,GO:0031410,GO:0031625,GO:0031982,GO:0031984,GO:0032527,GO:0032991,GO:0033036,GO:0033554,GO:0033619,GO:0034613,GO:0034620,GO:0034641,GO:0034976,GO:0035966,GO:0035967,GO:0036503,GO:0036513,GO:0042175,GO:0042221,GO:0042500,GO:0042802,GO:0042803,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0046983,GO:0050896,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051603,GO:0051604,GO:0051641,GO:0051649,GO:0051716,GO:0065003,GO:0070001,GO:0070011,GO:0070727,GO:0070887,GO:0071310,GO:0071458,GO:0071556,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0097708,GO:0098552,GO:0098553,GO:0098554,GO:0098562,GO:0098588,GO:0098796,GO:0098805,GO:0098827,GO:0098852,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1903513,GO:1904211
LOC124133428	GO:0000226,GO:0000278,GO:0000922,GO:0001501,GO:0001503,GO:0001701,GO:0001824,GO:0001832,GO:0001833,GO:0002376,GO:0002520,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005819,GO:0005829,GO:0005856,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006928,GO:0006935,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007275,GO:0008017,GO:0008092,GO:0008150,GO:0008152,GO:0008283,GO:0009605,GO:0009790,GO:0009792,GO:0009888,GO:0009987,GO:0010467,GO:0015630,GO:0015631,GO:0016043,GO:0016070,GO:0016072,GO:0016477,GO:0019843,GO:0022402,GO:0022607,GO:0022613,GO:0022618,GO:0030282,GO:0030595,GO:0031214,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0040007,GO:0040011,GO:0042221,GO:0042254,GO:0042255,GO:0042256,GO:0042330,GO:0043009,GO:0043021,GO:0043022,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0046483,GO:0048513,GO:0048534,GO:0048539,GO:0048589,GO:0048731,GO:0048856,GO:0048870,GO:0050896,GO:0050900,GO:0051179,GO:0051674,GO:0051716,GO:0060326,GO:0060348,GO:0065003,GO:0070013,GO:0070887,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1902850,GO:1903047
LOC124133539	GO:0000166,GO:0002237,GO:0003674,GO:0003824,GO:0004012,GO:0005215,GO:0005319,GO:0005324,GO:0005342,GO:0005488,GO:0005524,GO:0005548,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0006082,GO:0006690,GO:0006691,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0006857,GO:0006869,GO:0006928,GO:0006935,GO:0006950,GO:0006979,GO:0008028,GO:0008144,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0008559,GO:0009235,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010243,GO:0010876,GO:0010941,GO:0014070,GO:0015075,GO:0015103,GO:0015125,GO:0015238,GO:0015318,GO:0015399,GO:0015405,GO:0015420,GO:0015431,GO:0015432,GO:0015562,GO:0015698,GO:0015711,GO:0015718,GO:0015721,GO:0015722,GO:0015748,GO:0015833,GO:0015849,GO:0015850,GO:0015889,GO:0015893,GO:0015908,GO:0015909,GO:0015911,GO:0015914,GO:0016020,GO:0016021,GO:0016043,GO:0016323,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017144,GO:0019752,GO:0022804,GO:0022857,GO:0030334,GO:0030335,GO:0030554,GO:0031224,GO:0031226,GO:0032355,GO:0032496,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0033013,GO:0033036,GO:0033283,GO:0033284,GO:0033285,GO:0033700,GO:0033993,GO:0034040,GO:0034204,GO:0034220,GO:0034634,GO:0034635,GO:0034762,GO:0034764,GO:0034775,GO:0035443,GO:0035461,GO:0035639,GO:0035672,GO:0035673,GO:0036094,GO:0040011,GO:0040012,GO:0040017,GO:0042221,GO:0042330,GO:0042493,GO:0042623,GO:0042626,GO:0042886,GO:0042887,GO:0042908,GO:0042910,GO:0042937,GO:0042939,GO:0043167,GO:0043168,GO:0043207,GO:0043225,GO:0043436,GO:0043492,GO:0044237,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045332,GO:0046483,GO:0046618,GO:0046623,GO:0046624,GO:0046717,GO:0046903,GO:0046942,GO:0046943,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048870,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051179,GO:0051180,GO:0051181,GO:0051184,GO:0051186,GO:0051234,GO:0051270,GO:0051272,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0055085,GO:0060326,GO:0060548,GO:0061024,GO:0065007,GO:0065008,GO:0070887,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0071997,GO:0072337,GO:0072348,GO:0072349,GO:0090482,GO:0097035,GO:0097159,GO:0097367,GO:0098590,GO:0098656,GO:0099039,GO:0099133,GO:1901214,GO:1901215,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901568,GO:1901618,GO:1901682,GO:1901698,GO:1901700,GO:1902001,GO:1903825,GO:1904680,GO:1905039,GO:1905699,GO:1905701,GO:2000145,GO:2000147,GO:2001023,GO:2001025
LOC124133899	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006690,GO:0006691,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0036185,GO:0042221,GO:0042493,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0055114,GO:0071704,GO:0097257,GO:0097327,GO:1901568
LOC124135073	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0042623,GO:0042626,GO:0042752,GO:0043492,GO:0044425,GO:0044464,GO:0050789,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0071944
LOC124135359	GO:0003008,GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0007600,GO:0007605,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0010257,GO:0015980,GO:0016020,GO:0016043,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0019866,GO:0022607,GO:0022900,GO:0022904,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032981,GO:0032991,GO:0033108,GO:0034622,GO:0034641,GO:0042773,GO:0042775,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0050877,GO:0050954,GO:0055086,GO:0055114,GO:0065003,GO:0070469,GO:0071704,GO:0071840,GO:0072521,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204
LOC124135372	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006351,GO:0006366,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009301,GO:0009987,GO:0010467,GO:0016070,GO:0016073,GO:0016180,GO:0016591,GO:0018130,GO:0019438,GO:0030880,GO:0031123,GO:0031974,GO:0031981,GO:0032039,GO:0032774,GO:0032991,GO:0034470,GO:0034472,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042795,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043628,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0055029,GO:0061695,GO:0070013,GO:0071704,GO:0090304,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234
LOC124135489	GO:0000003,GO:0000166,GO:0001505,GO:0001669,GO:0003006,GO:0003674,GO:0003824,GO:0004148,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005773,GO:0005929,GO:0005947,GO:0005960,GO:0006082,GO:0006084,GO:0006085,GO:0006086,GO:0006090,GO:0006091,GO:0006099,GO:0006101,GO:0006103,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006164,GO:0006464,GO:0006508,GO:0006520,GO:0006544,GO:0006546,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006733,GO:0006748,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007369,GO:0007568,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009060,GO:0009063,GO:0009069,GO:0009071,GO:0009106,GO:0009108,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009152,GO:0009161,GO:0009165,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009260,GO:0009653,GO:0009790,GO:0009987,GO:0012505,GO:0015980,GO:0016054,GO:0016310,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016999,GO:0017144,GO:0018130,GO:0018335,GO:0019362,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022900,GO:0022904,GO:0030062,GO:0030141,GO:0030154,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0032501,GO:0032502,GO:0032504,GO:0032787,GO:0032991,GO:0033218,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0036094,GO:0036211,GO:0042133,GO:0042135,GO:0042391,GO:0042737,GO:0042773,GO:0042775,GO:0042995,GO:0043159,GO:0043167,GO:0043168,GO:0043170,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043543,GO:0043544,GO:0043603,GO:0043604,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045239,GO:0045240,GO:0045252,GO:0045254,GO:0045333,GO:0046034,GO:0046390,GO:0046395,GO:0046483,GO:0046496,GO:0048037,GO:0048232,GO:0048240,GO:0048468,GO:0048469,GO:0048515,GO:0048598,GO:0048609,GO:0048856,GO:0048869,GO:0050660,GO:0050662,GO:0051068,GO:0051186,GO:0051188,GO:0051287,GO:0051704,GO:0055086,GO:0055114,GO:0061732,GO:0065007,GO:0065008,GO:0070013,GO:0071616,GO:0071704,GO:0072350,GO:0072521,GO:0072522,GO:0072524,GO:0090407,GO:0097159,GO:0097223,GO:0097708,GO:0098798,GO:0099503,GO:0106077,GO:0120025,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901681,GO:1902494,GO:1990204,GO:1990234
LOC124135672	GO:0000768,GO:0000902,GO:0000904,GO:0001654,GO:0001655,GO:0001700,GO:0001745,GO:0001763,GO:0001764,GO:0001822,GO:0001932,GO:0001933,GO:0002118,GO:0002121,GO:0002164,GO:0002376,GO:0002520,GO:0003008,GO:0003014,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005911,GO:0005912,GO:0005913,GO:0005917,GO:0006928,GO:0006949,GO:0006996,GO:0007010,GO:0007015,GO:0007043,GO:0007154,GO:0007155,GO:0007156,GO:0007157,GO:0007267,GO:0007275,GO:0007399,GO:0007409,GO:0007416,GO:0007417,GO:0007420,GO:0007423,GO:0007517,GO:0007520,GO:0007522,GO:0007523,GO:0007588,GO:0007610,GO:0008037,GO:0008038,GO:0008039,GO:0008064,GO:0008092,GO:0008150,GO:0008219,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009887,GO:0009892,GO:0009986,GO:0009987,GO:0010563,GO:0010605,GO:0010623,GO:0010638,GO:0010830,GO:0012501,GO:0014902,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0016202,GO:0016324,GO:0016477,GO:0017022,GO:0019220,GO:0019222,GO:0019904,GO:0021537,GO:0021543,GO:0021730,GO:0021740,GO:0021761,GO:0021766,GO:0022008,GO:0022603,GO:0022607,GO:0022610,GO:0023052,GO:0030029,GO:0030030,GO:0030036,GO:0030054,GO:0030097,GO:0030154,GO:0030165,GO:0030182,GO:0030424,GO:0030425,GO:0030832,GO:0030833,GO:0030838,GO:0030900,GO:0031175,GO:0031224,GO:0031253,GO:0031323,GO:0031324,GO:0031334,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032271,GO:0032273,GO:0032501,GO:0032502,GO:0032535,GO:0032835,GO:0032956,GO:0032970,GO:0032989,GO:0032990,GO:0033043,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0036056,GO:0036058,GO:0036059,GO:0036477,GO:0040007,GO:0040011,GO:0042325,GO:0042326,GO:0042692,GO:0042995,GO:0043005,GO:0043198,GO:0043254,GO:0044085,GO:0044087,GO:0044089,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044463,GO:0044464,GO:0045121,GO:0045177,GO:0045202,GO:0045216,GO:0045595,GO:0045936,GO:0046666,GO:0046667,GO:0048468,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048569,GO:0048588,GO:0048589,GO:0048592,GO:0048634,GO:0048646,GO:0048666,GO:0048667,GO:0048668,GO:0048699,GO:0048731,GO:0048749,GO:0048755,GO:0048812,GO:0048856,GO:0048857,GO:0048858,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050808,GO:0050839,GO:0051017,GO:0051128,GO:0051130,GO:0051146,GO:0051147,GO:0051153,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051239,GO:0051246,GO:0051248,GO:0051493,GO:0051495,GO:0051674,GO:0051704,GO:0051705,GO:0060142,GO:0060255,GO:0060322,GO:0060560,GO:0061061,GO:0061318,GO:0061319,GO:0061321,GO:0061564,GO:0061572,GO:0065007,GO:0065008,GO:0070161,GO:0071840,GO:0071944,GO:0072001,GO:0072006,GO:0072102,GO:0080090,GO:0090066,GO:0090596,GO:0097205,GO:0097206,GO:0097435,GO:0097447,GO:0097458,GO:0098589,GO:0098590,GO:0098609,GO:0098742,GO:0098805,GO:0098857,GO:0110053,GO:0120025,GO:0120036,GO:0120038,GO:0120039,GO:1901739,GO:1901861,GO:1902903,GO:1902905,GO:2000026
LOC124135816	GO:0000302,GO:0001101,GO:0001501,GO:0001502,GO:0001503,GO:0001568,GO:0001649,GO:0001654,GO:0001775,GO:0001894,GO:0001944,GO:0001957,GO:0001958,GO:0002020,GO:0002062,GO:0002376,GO:0002682,GO:0002683,GO:0003007,GO:0003008,GO:0003416,GO:0003417,GO:0003674,GO:0005102,GO:0005178,GO:0005198,GO:0005201,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005581,GO:0005583,GO:0005584,GO:0005585,GO:0005586,GO:0005588,GO:0005604,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005794,GO:0006029,GO:0006355,GO:0006464,GO:0006807,GO:0006810,GO:0006928,GO:0006950,GO:0006979,GO:0007154,GO:0007155,GO:0007160,GO:0007162,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007178,GO:0007179,GO:0007229,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007507,GO:0007517,GO:0007584,GO:0007596,GO:0007599,GO:0007600,GO:0007601,GO:0007605,GO:0008104,GO:0008150,GO:0008152,GO:0009058,GO:0009100,GO:0009314,GO:0009605,GO:0009611,GO:0009612,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010165,GO:0010171,GO:0010212,GO:0010243,GO:0010468,GO:0010470,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010648,GO:0010717,GO:0010718,GO:0010721,GO:0010810,GO:0010812,GO:0010941,GO:0012505,GO:0014070,GO:0014074,GO:0015031,GO:0015833,GO:0016043,GO:0016477,GO:0018149,GO:0019219,GO:0019222,GO:0019538,GO:0019838,GO:0019899,GO:0021537,GO:0021543,GO:0021987,GO:0022008,GO:0022603,GO:0022607,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030111,GO:0030141,GO:0030154,GO:0030155,GO:0030168,GO:0030177,GO:0030198,GO:0030199,GO:0030334,GO:0030335,GO:0030336,GO:0030900,GO:0030903,GO:0031012,GO:0031214,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031410,GO:0031589,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031960,GO:0031974,GO:0031982,GO:0032355,GO:0032501,GO:0032502,GO:0032526,GO:0032870,GO:0032879,GO:0032963,GO:0032964,GO:0032991,GO:0033036,GO:0033197,GO:0033273,GO:0033365,GO:0033993,GO:0034097,GO:0034504,GO:0034505,GO:0034612,GO:0034613,GO:0035023,GO:0035025,GO:0035094,GO:0035107,GO:0035108,GO:0035239,GO:0035265,GO:0035295,GO:0035690,GO:0035904,GO:0035909,GO:0036072,GO:0036075,GO:0036211,GO:0036296,GO:0038063,GO:0038065,GO:0040007,GO:0040011,GO:0040012,GO:0040013,GO:0040017,GO:0042060,GO:0042221,GO:0042287,GO:0042289,GO:0042471,GO:0042472,GO:0042476,GO:0042493,GO:0042542,GO:0042592,GO:0042802,GO:0042886,GO:0042981,GO:0043009,GO:0043062,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043200,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043434,GO:0043583,GO:0043588,GO:0043589,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044344,GO:0044420,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044691,GO:0044877,GO:0045184,GO:0045595,GO:0045596,GO:0045597,GO:0045893,GO:0045935,GO:0045992,GO:0045995,GO:0046332,GO:0046578,GO:0046579,GO:0046677,GO:0046683,GO:0048407,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048562,GO:0048565,GO:0048568,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048592,GO:0048598,GO:0048644,GO:0048646,GO:0048699,GO:0048704,GO:0048705,GO:0048706,GO:0048729,GO:0048731,GO:0048736,GO:0048745,GO:0048839,GO:0048844,GO:0048856,GO:0048869,GO:0048870,GO:0048871,GO:0050767,GO:0050768,GO:0050776,GO:0050777,GO:0050789,GO:0050793,GO:0050794,GO:0050817,GO:0050839,GO:0050877,GO:0050878,GO:0050896,GO:0050900,GO:0050953,GO:0050954,GO:0051056,GO:0051057,GO:0051093,GO:0051094,GO:0051171,GO:0051173,GO:0051179,GO:0051216,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051252,GO:0051254,GO:0051259,GO:0051270,GO:0051271,GO:0051272,GO:0051291,GO:0051591,GO:0051641,GO:0051674,GO:0051716,GO:0051960,GO:0051961,GO:0055093,GO:0055123,GO:0060021,GO:0060173,GO:0060174,GO:0060249,GO:0060255,GO:0060272,GO:0060284,GO:0060322,GO:0060323,GO:0060324,GO:0060325,GO:0060343,GO:0060346,GO:0060348,GO:0060349,GO:0060350,GO:0060351,GO:0060414,GO:0060415,GO:0060429,GO:0060537,GO:0060548,GO:0060828,GO:0060840,GO:0061061,GO:0061383,GO:0061430,GO:0061448,GO:0062023,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070206,GO:0070208,GO:0070482,GO:0070727,GO:0070848,GO:0070849,GO:0070887,GO:0071107,GO:0071214,GO:0071229,GO:0071230,GO:0071260,GO:0071295,GO:0071300,GO:0071306,GO:0071310,GO:0071316,GO:0071345,GO:0071356,GO:0071363,GO:0071364,GO:0071374,GO:0071375,GO:0071396,GO:0071407,GO:0071417,GO:0071495,GO:0071496,GO:0071559,GO:0071560,GO:0071599,GO:0071702,GO:0071704,GO:0071705,GO:0071772,GO:0071773,GO:0071774,GO:0071840,GO:0072358,GO:0072359,GO:0072498,GO:0080090,GO:0090263,GO:0090596,GO:0097065,GO:0097237,GO:0097435,GO:0097708,GO:0098643,GO:0098644,GO:0098743,GO:0098868,GO:0099080,GO:0099081,GO:0099503,GO:0099512,GO:0104004,GO:1901099,GO:1901135,GO:1901564,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902533,GO:1902617,GO:1902618,GO:1902680,GO:1903224,GO:1903225,GO:1903506,GO:1903508,GO:1990314,GO:2000026,GO:2000112,GO:2000145,GO:2000146,GO:2000147,GO:2000542,GO:2001141,GO:2001222,GO:2001223,GO:2001233,GO:2001234,GO:2001236,GO:2001237,GO:2001239,GO:2001240
