GROUP	f1	f2	biotype_best_rank	GO.ID	term	Term	parentTerm	size	Significant	Annotated	n_miRNAs	classicFisher	classicKS	p.adj.fdr	Top
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0018107	peptidyl-threonine phosphorylation	peptidyl-threonine phosphorylation	regulation of transcription by RNA polymerase II	30.0	1	1	2	0.671875	0.671875	0.9906277542746342	62
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	signal transduction	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	63
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1904646	cellular response to amyloid-beta	cellular response to amyloid-beta	response to salt	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	64
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030282	bone mineralization	bone mineralization	hematopoietic progenitor cell differentiation	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	65
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0042256	mature ribosome assembly	mature ribosome assembly	rRNA processing	5.0	1	1	1	0.671875	0.671875	0.9906277542746342	66
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	protein kinase C-activating G protein-coupled receptor signaling pathway	signal transduction	5.0	1	1	2	0.671875	0.671875	0.9906277542746342	67
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0008203	cholesterol metabolic process	cholesterol metabolic process	mRNA splicing, via spliceosome	10.0	1	1	2	0.671875	0.671875	0.9906277542746342	68
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1903232	melanosome assembly	melanosome assembly	microtubule cytoskeleton organization	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	69
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0035646	endosome to melanosome transport	endosome to melanosome transport	intracellular protein transport	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	70
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1902749	regulation of cell cycle G2/M phase transition	regulation of cell cycle G2/M phase transition	positive regulation of MAPK cascade	1.0	1	1	1	0.671875	0.671875	0.9906277542746342	71
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0042168	heme metabolic process	heme metabolic process	ubiquitin-dependent protein catabolic process	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	72
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006783	heme biosynthetic process	heme biosynthetic process	regulation of transcription by RNA polymerase II	7.0	1	1	1	0.671875	0.671875	0.9906277542746342	73
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	mitochondrial electron transport, succinate to ubiquinone	tricarboxylic acid cycle	7.0	1	1	1	0.671875	0.671875	0.9906277542746342	74
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0048539	bone marrow development	bone marrow development	hematopoietic progenitor cell differentiation	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	75
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032438	melanosome organization	melanosome organization	microtubule cytoskeleton organization	1.0	1	1	2	0.671875	0.671875	0.9906277542746342	76
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0099039	sphingolipid translocation	sphingolipid translocation	transmembrane transport	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	77
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1904750	negative regulation of protein localization to nucleolus	negative regulation of protein localization to nucleolus	positive regulation of protein localization to plasma membrane	0.0	1	1	5	0.671875	0.671875	0.9906277542746342	78
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007268	chemical synaptic transmission	chemical synaptic transmission	chemical synaptic transmission	144.0	1	1	1	0.671875	0.671875	0.9906277542746342	79
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032092	positive regulation of protein binding	positive regulation of protein binding	regulation of GTPase activity	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	80
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043524	negative regulation of neuron apoptotic process	negative regulation of neuron apoptotic process	negative regulation of apoptotic process	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	81
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0097242	amyloid-beta clearance	amyloid-beta clearance	sensory perception of sound	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	82
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007052	mitotic spindle organization	mitotic spindle organization	mitotic spindle organization	22.0	1	1	1	0.671875	0.671875	0.9906277542746342	83
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001833	inner cell mass cell proliferation	inner cell mass cell proliferation	hematopoietic progenitor cell differentiation	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	84
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006465	signal peptide processing	signal peptide processing	protein phosphorylation	13.0	1	1	1	0.671875	0.671875	0.9906277542746342	85
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006886	intracellular protein transport	intracellular protein transport	intracellular protein transport	121.0	4	6	7	0.6965995632000526	0.6965995632000526	0.9906277542746342	86
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001934	positive regulation of protein phosphorylation	positive regulation of protein phosphorylation	negative regulation of gene expression	20.0	2	3	2	0.7513440860215054	0.7513440860215054	0.9906277542746342	87
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001822	kidney development	kidney development	angiogenesis	0.0	2	3	2	0.7513440860215054	0.7513440860215054	0.9906277542746342	88
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0008285	negative regulation of cell population proliferation	negative regulation of cell population proliferation	cell projection organization	7.0	2	3	3	0.7513440860215054	0.7513440860215054	0.9906277542746342	89
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030111	regulation of Wnt signaling pathway	regulation of Wnt signaling pathway	signal transduction	2.0	2	3	3	0.7513440860215054	0.7513440860215054	0.9906277542746342	90
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0000209	protein polyubiquitination	protein polyubiquitination	protein ubiquitination	65.0	2	3	12	0.7513440860215054	0.7513440860215054	0.9906277542746342	91
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001701	in utero embryonic development	in utero embryonic development	nervous system development	0.0	2	3	3	0.7513440860215054	0.7513440860215054	0.9906277542746342	92
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0016192	vesicle-mediated transport	vesicle-mediated transport	vesicle-mediated transport	139.0	5	8	6	0.7641435205861473	0.7641435205861473	0.9906277542746342	93
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0071702	organic substance transport	organic substance transport	carbohydrate transport	6.0	8	13	10	0.7949020984976346	0.7949020984976346	0.9906277542746342	94
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0055085	transmembrane transport	transmembrane transport	transmembrane transport	462.0	3	5	5	0.8060605059051649	0.8060605059051649	0.9906277542746342	95
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0060548	negative regulation of cell death	negative regulation of cell death	negative regulation of apoptotic process	2.0	4	7	5	0.8475801738277936	0.8475801738277936	0.9906277542746342	96
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007399	nervous system development	nervous system development	nervous system development	112.0	8	14	7	0.8888600590952972	0.8888600590952972	0.9906277542746342	97
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032374	regulation of cholesterol transport	regulation of cholesterol transport	carbohydrate transport	0.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	98
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0045056	transcytosis	transcytosis	vesicle-mediated transport	1.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	99
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of apoptotic process	0.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	100
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001510	RNA methylation	RNA methylation	protein ubiquitination	21.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	101
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032259	methylation	methylation	protein ubiquitination	101.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	102
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043252	sodium-independent organic anion transport	sodium-independent organic anion transport	transmembrane transport	6.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	103
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0010001	glial cell differentiation	glial cell differentiation	cell differentiation	0.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	104
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032370	positive regulation of lipid transport	positive regulation of lipid transport	carbohydrate transport	0.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	105
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006511	ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	protein ubiquitination	118.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	106
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0010875	positive regulation of cholesterol efflux	positive regulation of cholesterol efflux	carbohydrate transport	0.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	107
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0009100	glycoprotein metabolic process	glycoprotein metabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	4.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	108
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	75.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	109
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006099	tricarboxylic acid cycle	tricarboxylic acid cycle	tricarboxylic acid cycle	43.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	110
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0009060	aerobic respiration	aerobic respiration	tricarboxylic acid cycle	4.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	111
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0035909	aorta morphogenesis	aorta morphogenesis	nervous system development	0.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	112
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032376	positive regulation of cholesterol transport	positive regulation of cholesterol transport	carbohydrate transport	0.0	1	2	2	0.8958333333333334	0.8958333333333334	0.9906277542746342	113
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0045087	innate immune response	innate immune response	innate immune response	321.0	1	2	1	0.8958333333333334	0.8958333333333334	0.9906277542746342	114
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0016567	protein ubiquitination	protein ubiquitination	protein ubiquitination	210.0	2	4	12	0.900570685704213	0.900570685704213	0.9906277542746342	115
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006468	protein phosphorylation	protein phosphorylation	regulation of transcription by RNA polymerase II	541.0	2	4	6	0.900570685704213	0.900570685704213	0.9906277542746342	116
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0051222	positive regulation of protein transport	positive regulation of protein transport	carbohydrate transport	1.0	2	4	3	0.900570685704213	0.900570685704213	0.9906277542746342	117
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043066	negative regulation of apoptotic process	negative regulation of apoptotic process	negative regulation of apoptotic process	38.0	2	4	3	0.900570685704213	0.900570685704213	0.9906277542746342	118
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006364	rRNA processing	rRNA processing	rRNA processing	90.0	2	4	2	0.900570685704213	0.900570685704213	0.9906277542746342	119
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0051276	chromosome organization	chromosome organization	microtubule cytoskeleton organization	11.0	2	4	2	0.900570685704213	0.900570685704213	0.9906277542746342	120
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0008152	metabolic process	metabolic process	protein ubiquitination	82.0	27	43	18	0.914392495751296	0.914392495751296	0.9975190862741411	121
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007165	signal transduction	signal transduction	signal transduction	543.0	7	13	7	0.9280092093443233	0.9280092093443233	0.9999540256671222	122
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0048729	tissue morphogenesis	tissue morphogenesis	tissue morphogenesis	2.0	2	5	3	0.9635774722369117	0.9635774722369117	0.9999540256671222	123
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007005	mitochondrion organization	mitochondrion organization	microtubule cytoskeleton organization	38.0	1	3	2	0.9680779569892473	0.9680779569892473	0.9999540256671222	124
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032940	secretion by cell	secretion by cell	G1/S transition of mitotic cell cycle	0.0	1	3	2	0.9680779569892473	0.9680779569892473	0.9999540256671222	125
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1901653	cellular response to peptide	cellular response to peptide	response to salt	0.0	1	3	2	0.9680779569892473	0.9680779569892473	0.9999540256671222	126
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0015908	fatty acid transport	fatty acid transport	carbohydrate transport	5.0	1	3	1	0.9680779569892473	0.9680779569892473	0.9999540256671222	127
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030154	cell differentiation	cell differentiation	cell differentiation	305.0	8	17	7	0.9899767214527817	0.9899767214527817	0.9999540256671222	128
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001501	skeletal system development	skeletal system development	nervous system development	0.0	1	4	1	0.9905803807509255	0.9905803807509255	0.9999540256671222	129
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0045893	positive regulation of DNA-templated transcription	positive regulation of DNA-templated transcription	regulation of transcription by RNA polymerase II	50.0	1	6	4	0.9992762326452689	0.9992762326452689	0.9999540256671222	130
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0010468	regulation of gene expression	regulation of gene expression	regulation of gene expression	103.0	7	18	11	0.999443914139142	0.999443914139142	0.9999540256671222	131
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006357	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	643.0	1	8	1	0.9999540256671223	0.9999540256671223	0.9999540256671222	132
