GROUP	f1	f2	biotype_best_rank	GO.ID	term	Term	parentTerm	size	Significant	Annotated	n_miRNAs	classicFisher	classicKS	p.adj.fdr	Top
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032438	melanosome organization	melanosome organization	microtubule cytoskeleton organization	1.0	1	1	3	0.765625	0.765625	0.9808295319864887	106
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0099039	sphingolipid translocation	sphingolipid translocation	transmembrane transport	0.0	1	1	2	0.765625	0.765625	0.9808295319864887	107
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:1904750	negative regulation of protein localization to nucleolus	negative regulation of protein localization to nucleolus	positive regulation of protein localization to plasma membrane	0.0	1	1	2	0.765625	0.765625	0.9808295319864887	108
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:2000757	negative regulation of peptidyl-lysine acetylation	negative regulation of peptidyl-lysine acetylation	protein phosphorylation	0.0	1	1	2	0.765625	0.765625	0.9808295319864887	109
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032092	positive regulation of protein binding	positive regulation of protein binding	regulation of GTPase activity	0.0	1	1	4	0.765625	0.765625	0.9808295319864887	110
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0043524	negative regulation of neuron apoptotic process	negative regulation of neuron apoptotic process	negative regulation of apoptotic process	0.0	1	1	4	0.765625	0.765625	0.9808295319864887	111
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0097242	amyloid-beta clearance	amyloid-beta clearance	sensory perception of sound	0.0	1	1	4	0.765625	0.765625	0.9808295319864887	112
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0007052	mitotic spindle organization	mitotic spindle organization	mitotic spindle organization	22.0	1	1	1	0.765625	0.765625	0.9808295319864887	113
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0001833	inner cell mass cell proliferation	inner cell mass cell proliferation	hematopoietic progenitor cell differentiation	0.0	1	1	1	0.765625	0.765625	0.9808295319864887	114
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0030199	collagen fibril organization	collagen fibril organization	microtubule cytoskeleton organization	3.0	1	1	3	0.765625	0.765625	0.9808295319864887	115
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0006465	signal peptide processing	signal peptide processing	protein phosphorylation	13.0	1	1	2	0.765625	0.765625	0.9808295319864887	116
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0001501	skeletal system development	skeletal system development	nervous system development	0.0	3	4	4	0.7684205887537459	0.7684205887537459	0.9808295319864887	117
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0043065	positive regulation of apoptotic process	positive regulation of apoptotic process	positive regulation of apoptotic process	23.0	3	4	5	0.7684205887537459	0.7684205887537459	0.9808295319864887	118
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0042742	defense response to bacterium	defense response to bacterium	defense response to bacterium	15.0	3	4	6	0.7684205887537459	0.7684205887537459	0.9808295319864887	119
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0030030	cell projection organization	cell projection organization	cell projection organization	31.0	3	4	3	0.7684205887537459	0.7684205887537459	0.9808295319864887	120
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0007346	regulation of mitotic cell cycle	regulation of mitotic cell cycle	positive regulation of MAPK cascade	8.0	3	4	5	0.7684205887537459	0.7684205887537459	0.9808295319864887	121
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0006364	rRNA processing	rRNA processing	rRNA processing	90.0	3	4	3	0.7684205887537459	0.7684205887537459	0.9808295319864887	122
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0051276	chromosome organization	chromosome organization	microtubule cytoskeleton organization	11.0	3	4	7	0.7684205887537459	0.7684205887537459	0.9808295319864887	123
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0009617	response to bacterium	response to bacterium	response to bacterium	0.0	5	7	9	0.7982416594833381	0.7982416594833381	0.9978516657852988	124
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0007399	nervous system development	nervous system development	nervous system development	112.0	10	14	10	0.8102705107626924	0.8102705107626924	0.9978516657852988	125
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0008152	metabolic process	metabolic process	protein ubiquitination	82.0	32	43	17	0.8126927133672507	0.8126927133672507	0.9978516657852988	126
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0007165	signal transduction	signal transduction	signal transduction	543.0	9	13	10	0.856313169617567	0.856313169617567	0.9978516657852988	127
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0007005	mitochondrion organization	mitochondrion organization	microtubule cytoskeleton organization	38.0	2	3	3	0.8655913978494624	0.8655913978494624	0.9978516657852988	128
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032940	secretion by cell	secretion by cell	G1/S transition of mitotic cell cycle	0.0	2	3	5	0.8655913978494624	0.8655913978494624	0.9978516657852988	129
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0043087	regulation of GTPase activity	regulation of GTPase activity	regulation of GTPase activity	19.0	2	3	4	0.8655913978494624	0.8655913978494624	0.9978516657852988	130
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0000398	mRNA splicing, via spliceosome	mRNA splicing, via spliceosome	mRNA splicing, via spliceosome	122.0	2	3	5	0.8655913978494624	0.8655913978494624	0.9978516657852988	131
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:1901653	cellular response to peptide	cellular response to peptide	response to salt	0.0	2	3	6	0.8655913978494624	0.8655913978494624	0.9978516657852988	132
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0015908	fatty acid transport	fatty acid transport	carbohydrate transport	5.0	2	3	3	0.8655913978494624	0.8655913978494624	0.9978516657852988	133
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0030162	regulation of proteolysis	regulation of proteolysis	translation	8.0	2	3	7	0.8655913978494624	0.8655913978494624	0.9978516657852988	134
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0055085	transmembrane transport	transmembrane transport	transmembrane transport	462.0	3	5	3	0.920654856337035	0.920654856337035	0.9978516657852988	135
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0010629	negative regulation of gene expression	negative regulation of gene expression	negative regulation of gene expression	66.0	3	5	4	0.920654856337035	0.920654856337035	0.9978516657852988	136
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0010468	regulation of gene expression	regulation of gene expression	regulation of gene expression	103.0	12	18	11	0.9299961818633634	0.9299961818633634	0.9978516657852988	137
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032374	regulation of cholesterol transport	regulation of cholesterol transport	carbohydrate transport	0.0	1	2	4	0.9479166666666666	0.9479166666666666	0.9978516657852988	138
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0008015	blood circulation	blood circulation	sensory perception of sound	0.0	1	2	3	0.9479166666666666	0.9479166666666666	0.9978516657852988	139
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of apoptotic process	0.0	1	2	3	0.9479166666666666	0.9479166666666666	0.9978516657852988	140
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0001510	RNA methylation	RNA methylation	protein ubiquitination	21.0	1	2	2	0.9479166666666666	0.9479166666666666	0.9978516657852988	141
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032259	methylation	methylation	protein ubiquitination	101.0	1	2	2	0.9479166666666666	0.9479166666666666	0.9978516657852988	142
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0043252	sodium-independent organic anion transport	sodium-independent organic anion transport	transmembrane transport	6.0	1	2	1	0.9479166666666666	0.9479166666666666	0.9978516657852988	143
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032370	positive regulation of lipid transport	positive regulation of lipid transport	carbohydrate transport	0.0	1	2	4	0.9479166666666666	0.9479166666666666	0.9978516657852988	144
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0010875	positive regulation of cholesterol efflux	positive regulation of cholesterol efflux	carbohydrate transport	0.0	1	2	4	0.9479166666666666	0.9479166666666666	0.9978516657852988	145
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	34.0	1	2	6	0.9479166666666666	0.9479166666666666	0.9978516657852988	146
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0050729	positive regulation of inflammatory response	positive regulation of inflammatory response	signal transduction	0.0	1	2	1	0.9479166666666666	0.9479166666666666	0.9978516657852988	147
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0032376	positive regulation of cholesterol transport	positive regulation of cholesterol transport	carbohydrate transport	0.0	1	2	4	0.9479166666666666	0.9479166666666666	0.9978516657852988	148
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0045087	innate immune response	innate immune response	innate immune response	321.0	1	2	2	0.9479166666666666	0.9479166666666666	0.9978516657852988	149
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0043066	negative regulation of apoptotic process	negative regulation of apoptotic process	negative regulation of apoptotic process	38.0	2	4	6	0.9627622069451789	0.9627622069451789	0.9978516657852988	150
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0045893	positive regulation of DNA-templated transcription	positive regulation of DNA-templated transcription	regulation of transcription by RNA polymerase II	50.0	3	6	4	0.9765600958450227	0.9765600958450227	0.9978516657852988	151
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0006357	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	643.0	4	8	4	0.9860974688282366	0.9860974688282366	0.9978516657852988	152
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0008285	negative regulation of cell population proliferation	negative regulation of cell population proliferation	cell projection organization	7.0	1	3	3	0.9890793010752689	0.9890793010752689	0.9978516657852988	153
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0000209	protein polyubiquitination	protein polyubiquitination	protein ubiquitination	65.0	1	3	6	0.9890793010752689	0.9890793010752689	0.9978516657852988	154
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0060548	negative regulation of cell death	negative regulation of cell death	negative regulation of apoptotic process	2.0	3	7	7	0.9939099977612946	0.9939099977612946	0.9978516657852988	155
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0016567	protein ubiquitination	protein ubiquitination	protein ubiquitination	210.0	1	4	6	0.9978516657852988	0.9978516657852988	0.9978516657852988	156
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intragenic	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	250.0	1	4	2	0.9978516657852988	0.9978516657852988	0.9978516657852988	157
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0016567	protein ubiquitination	protein ubiquitination	protein ubiquitination	210.0	4	4	10	0.17616340560549973	0.17616340560549973	0.9554247339157194	1
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	250.0	4	4	4	0.17616340560549973	0.17616340560549973	0.9554247339157194	2
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0051276	chromosome organization	chromosome organization	microtubule cytoskeleton organization	11.0	4	4	6	0.17616340560549973	0.17616340560549973	0.9554247339157194	3
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001822	kidney development	kidney development	angiogenesis	0.0	3	3	5	0.2755376344086022	0.2755376344086022	0.9554247339157194	4
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0000209	protein polyubiquitination	protein polyubiquitination	protein ubiquitination	65.0	3	3	10	0.2755376344086022	0.2755376344086022	0.9554247339157194	5
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0045893	positive regulation of DNA-templated transcription	positive regulation of DNA-templated transcription	regulation of transcription by RNA polymerase II	50.0	5	6	5	0.3195823137848924	0.3195823137848924	0.9554247339157194	6
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032374	regulation of cholesterol transport	regulation of cholesterol transport	carbohydrate transport	0.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	7
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of apoptotic process	0.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	8
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001510	RNA methylation	RNA methylation	protein ubiquitination	21.0	2	2	4	0.42708333333333337	0.42708333333333337	0.9554247339157194	9
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032259	methylation	methylation	protein ubiquitination	101.0	2	2	4	0.42708333333333337	0.42708333333333337	0.9554247339157194	10
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0010001	glial cell differentiation	glial cell differentiation	cell differentiation	0.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	11
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032370	positive regulation of lipid transport	positive regulation of lipid transport	carbohydrate transport	0.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	12
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0010875	positive regulation of cholesterol efflux	positive regulation of cholesterol efflux	carbohydrate transport	0.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	13
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006909	phagocytosis	phagocytosis	vesicle-mediated transport	10.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	14
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0019882	antigen processing and presentation	antigen processing and presentation	chemical synaptic transmission	0.0	2	2	4	0.42708333333333337	0.42708333333333337	0.9554247339157194	15
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	34.0	2	2	9	0.42708333333333337	0.42708333333333337	0.9554247339157194	16
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006099	tricarboxylic acid cycle	tricarboxylic acid cycle	tricarboxylic acid cycle	43.0	2	2	4	0.42708333333333337	0.42708333333333337	0.9554247339157194	17
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006898	receptor-mediated endocytosis	receptor-mediated endocytosis	vesicle-mediated transport	22.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	18
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0009060	aerobic respiration	aerobic respiration	tricarboxylic acid cycle	4.0	2	2	4	0.42708333333333337	0.42708333333333337	0.9554247339157194	19
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032376	positive regulation of cholesterol transport	positive regulation of cholesterol transport	carbohydrate transport	0.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	20
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032088	negative regulation of NF-kappaB transcription factor activity	negative regulation of NF-kappaB transcription factor activity	positive regulation of transcription by RNA polymerase II	1.0	2	2	2	0.42708333333333337	0.42708333333333337	0.9554247339157194	21
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0016192	vesicle-mediated transport	vesicle-mediated transport	vesicle-mediated transport	139.0	6	8	10	0.434536400493566	0.434536400493566	0.9554247339157194	22
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006468	protein phosphorylation	protein phosphorylation	regulation of transcription by RNA polymerase II	541.0	3	4	4	0.5736603208179094	0.5736603208179094	0.9554247339157194	23
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032956	regulation of actin cytoskeleton organization	regulation of actin cytoskeleton organization	cell projection organization	18.0	3	4	5	0.5736603208179094	0.5736603208179094	0.9554247339157194	24
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007155	cell adhesion	cell adhesion	chemical synaptic transmission	59.0	3	4	5	0.5736603208179094	0.5736603208179094	0.9554247339157194	25
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0030030	cell projection organization	cell projection organization	cell projection organization	31.0	3	4	5	0.5736603208179094	0.5736603208179094	0.9554247339157194	26
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006364	rRNA processing	rRNA processing	rRNA processing	90.0	3	4	5	0.5736603208179094	0.5736603208179094	0.9554247339157194	27
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0008152	metabolic process	metabolic process	protein ubiquitination	82.0	28	43	17	0.652872767643066	0.652872767643066	0.9554247339157194	28
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0051220	cytoplasmic sequestering of protein	cytoplasmic sequestering of protein	cytoplasmic sequestering of protein	3.0	1	1	1	0.65625	0.65625	0.9554247339157194	29
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007283	spermatogenesis	spermatogenesis	spermatogenesis	71.0	1	1	3	0.65625	0.65625	0.9554247339157194	30
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0031623	receptor internalization	receptor internalization	vesicle-mediated transport	1.0	1	1	1	0.65625	0.65625	0.9554247339157194	31
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0014912	negative regulation of smooth muscle cell migration	negative regulation of smooth muscle cell migration	negative regulation of smooth muscle cell migration	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	32
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0016267	O-glycan processing, core 1	O-glycan processing, core 1	O-glycan processing, core 1	10.0	1	1	1	0.65625	0.65625	0.9554247339157194	33
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0106077	histone succinylation	histone succinylation	cell differentiation	0.0	1	1	3	0.65625	0.65625	0.9554247339157194	34
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0002265	astrocyte activation involved in immune response	astrocyte activation involved in immune response	cell differentiation	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	35
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0045332	phospholipid translocation	phospholipid translocation	transmembrane transport	8.0	1	1	2	0.65625	0.65625	0.9554247339157194	36
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0046326	positive regulation of glucose import	positive regulation of glucose import	carbohydrate transport	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	37
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1903078	positive regulation of protein localization to plasma membrane	positive regulation of protein localization to plasma membrane	positive regulation of protein localization to plasma membrane	4.0	1	1	1	0.65625	0.65625	0.9554247339157194	38
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	positive regulation of I-kappaB kinase/NF-kappaB signaling	fibroblast growth factor receptor signaling pathway	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	39
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1902018	negative regulation of cilium assembly	negative regulation of cilium assembly	cell projection organization	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	40
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0060546	negative regulation of necroptotic process	negative regulation of necroptotic process	positive regulation of apoptotic process	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	41
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0003279	cardiac septum development	cardiac septum development	nervous system development	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	42
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001525	angiogenesis	angiogenesis	nervous system development	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	43
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1901224	positive regulation of NIK/NF-kappaB signaling	positive regulation of NIK/NF-kappaB signaling	fibroblast growth factor receptor signaling pathway	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	44
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0014898	cardiac muscle hypertrophy in response to stress	cardiac muscle hypertrophy in response to stress	sensory perception of sound	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	45
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0050852	T cell receptor signaling pathway	T cell receptor signaling pathway	fibroblast growth factor receptor signaling pathway	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	46
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0042908	xenobiotic transport	xenobiotic transport	transmembrane transport	8.0	1	1	2	0.65625	0.65625	0.9554247339157194	47
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0051092	positive regulation of NF-kappaB transcription factor activity	positive regulation of NF-kappaB transcription factor activity	negative regulation of gene expression	1.0	1	1	1	0.65625	0.65625	0.9554247339157194	48
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0060576	intestinal epithelial cell development	intestinal epithelial cell development	angiogenesis	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	49
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0034775	glutathione transmembrane transport	glutathione transmembrane transport	transmembrane transport	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	50
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007033	vacuole organization	vacuole organization	microtubule cytoskeleton organization	4.0	1	1	2	0.65625	0.65625	0.9554247339157194	51
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0045807	positive regulation of endocytosis	positive regulation of endocytosis	vesicle-mediated transport	6.0	1	1	1	0.65625	0.65625	0.9554247339157194	52
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0097039	protein linear polyubiquitination	protein linear polyubiquitination	proteasome-mediated ubiquitin-dependent protein catabolic process	1.0	1	1	1	0.65625	0.65625	0.9554247339157194	53
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1905167	positive regulation of lysosomal protein catabolic process	positive regulation of lysosomal protein catabolic process	protein phosphorylation	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	54
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0060976	coronary vasculature development	coronary vasculature development	nervous system development	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	55
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0090382	phagosome maturation	phagosome maturation	microtubule cytoskeleton organization	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	56
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0015721	bile acid and bile salt transport	bile acid and bile salt transport	sodium ion transport	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	57
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0048668	collateral sprouting	collateral sprouting	positive regulation of axon extension involved in regeneration	4.0	1	1	3	0.65625	0.65625	0.9554247339157194	58
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1904211	membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	intracellular protein transport	0.0	1	1	3	0.65625	0.65625	0.9554247339157194	59
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0009101	glycoprotein biosynthetic process	glycoprotein biosynthetic process	proteasome-mediated ubiquitin-dependent protein catabolic process	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	60
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032868	response to insulin	response to insulin	response to insulin	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	61
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0009303	rRNA transcription	rRNA transcription	regulation of transcription by RNA polymerase II	1.0	1	1	2	0.65625	0.65625	0.9554247339157194	62
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007089	traversing start control point of mitotic cell cycle	traversing start control point of mitotic cell cycle	positive regulation of MAPK cascade	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	63
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0016485	protein processing	protein processing	proteasome-mediated ubiquitin-dependent protein catabolic process	45.0	1	1	3	0.65625	0.65625	0.9554247339157194	64
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1900223	positive regulation of amyloid-beta clearance	positive regulation of amyloid-beta clearance	sensory perception of sound	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	65
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0010977	negative regulation of neuron projection development	negative regulation of neuron projection development	positive regulation of axon extension involved in regeneration	1.0	1	1	1	0.65625	0.65625	0.9554247339157194	66
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0044242	cellular lipid catabolic process	cellular lipid catabolic process	protein phosphorylation	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	67
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043410	positive regulation of MAPK cascade	positive regulation of MAPK cascade	positive regulation of MAPK cascade	12.0	1	1	1	0.65625	0.65625	0.9554247339157194	68
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0018095	protein polyglutamylation	protein polyglutamylation	cell differentiation	9.0	1	1	3	0.65625	0.65625	0.9554247339157194	69
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043277	apoptotic cell clearance	apoptotic cell clearance	vesicle-mediated transport	9.0	1	1	1	0.65625	0.65625	0.9554247339157194	70
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0033619	membrane protein proteolysis	membrane protein proteolysis	protein phosphorylation	4.0	1	1	3	0.65625	0.65625	0.9554247339157194	71
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0072112	podocyte differentiation	podocyte differentiation	cell differentiation	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	72
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032429	regulation of phospholipase A2 activity	regulation of phospholipase A2 activity	regulation of GTPase activity	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	73
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0018107	peptidyl-threonine phosphorylation	peptidyl-threonine phosphorylation	regulation of transcription by RNA polymerase II	30.0	1	1	1	0.65625	0.65625	0.9554247339157194	74
